ST_CODE,State name,Month,Year,PC Number,PC name,PC Type,Candidate Name,Candidate Sex,Candidate Category,Candidate Age,Party Abbreviation,Total Votes Polled,Position
S11,Kerala,5,2014,4,Wayanad,GEN,JALEEL NEELAMBRA,M,GEN,58,SDPI,14327,5
S11,Kerala,5,2014,4,Wayanad,GEN,RAMLA MAMPAD,F,GEN,56,WPOI,12645,6
S11,Kerala,5,2014,4,Wayanad,GEN,None of the Above,NULL,NULL,NULL,NOTA,10735,7
S11,Kerala,5,2014,4,Wayanad,GEN,ADV. P P A SAGEER,M,GEN,35,AAAP,10684,8
S11,Kerala,5,2014,4,Wayanad,GEN,SATHYAN THAZHEMANGAD,M,GEN,30,IND,5476,9
S11,Kerala,5,2014,4,Wayanad,GEN,SATHYAN PUTHANVEETTIL,M,GEN,37,IND,2855,10
S11,Kerala,5,2014,4,Wayanad,GEN,CLEATUS,M,GEN,58,IND,1517,11
S11,Kerala,5,2014,4,Wayanad,GEN,VAPPAN,M,SC,69,BSP,1317,12
S11,Kerala,5,2014,4,Wayanad,GEN,ABRAHAM BENHUR,M,GEN,64,IND,1308,13
S11,Kerala,5,2014,4,Wayanad,GEN,SAM P MATHEW,M,GEN,39,CPIM,1222,14
S11,Kerala,5,2014,4,Wayanad,GEN,SINOJ A C,M,GEN,25,IND,1104,15
S11,Kerala,5,2014,4,Wayanad,GEN,SATHEESH CHANDRAN,M,SC,53,AITC,741,16
S11,Kerala,5,2014,5,Kozhikode,GEN,M .K RAGHAVAN,M,GEN,61,INC,397615,1
S11,Kerala,5,2014,5,Kozhikode,GEN,A.VIJAYARAGHAVAN,M,GEN,58,CPM,380732,2
S11,Kerala,5,2014,5,Kozhikode,GEN,C K.PADMANABHAN,M,GEN,65,BJP,115760,3
S11,Kerala,5,2014,5,Kozhikode,GEN,K P RATHEESH,M,GEN,31,AAAP,13934,4
S11,Kerala,5,2014,5,Kozhikode,GEN,MUSTHAFA KOMMERI,M,GEN,32,SDPI,10596,5
S11,Kerala,5,2014,5,Kozhikode,GEN,ADV.N.P.PRATHAP KUMAR,M,GEN,47,IND,6993,6
S11,Kerala,5,2014,5,Kozhikode,GEN,None of the Above,NULL,NULL,NULL,NOTA,6381,7
S11,Kerala,5,2014,5,Kozhikode,GEN,M.VIJAYARAGHAVAN,M,GEN,62,IND,2665,8
S11,Kerala,5,2014,5,Kozhikode,GEN,M RAGHAVAN,M,GEN,62,IND,2331,9
S11,Kerala,5,2014,5,Kozhikode,GEN,VIJAYARAGHAVAN.K.,M,GEN,56,IND,1991,10
S11,Kerala,5,2014,5,Kozhikode,GEN,VELAYUDHAN K.P.,M,SC,56,BSP,1909,11
S11,Kerala,5,2014,5,Kozhikode,GEN,V M RAGHAVAN,M,SC,43,IND,964,12
S11,Kerala,5,2014,5,Kozhikode,GEN,THRISSUR NAZEER,M,GEN,50,IND,665,13
S11,Kerala,5,2014,5,Kozhikode,GEN,MUHAMMED RIYAS,M,GEN,32,IND,473,14
S11,Kerala,5,2014,6,Malappuram,GEN,E. AHAMED,M,GEN,76,IUML,437723,1
S11,Kerala,5,2014,6,Malappuram,GEN,P.K.SAINABA,F,GEN,51,CPM,242984,2
S11,Kerala,5,2014,6,Malappuram,GEN,ADV. N.SREEPRAKASH,M,GEN,44,BJP,64705,3
S11,Kerala,5,2014,6,Malappuram,GEN,NASARUDHEEN ELAMARAM,M,GEN,47,SDPI,47853,4
S11,Kerala,5,2014,6,Malappuram,GEN,PROF. P.ISMAIL,M,GEN,61,WPOI,29216,5
S11,Kerala,5,2014,6,Malappuram,GEN,None of the Above,NULL,NULL,NULL,NOTA,21829,6
S11,Kerala,5,2014,6,Malappuram,GEN,ILYAS,M,GEN,42,BSP,2745,7
S11,Kerala,5,2014,6,Malappuram,GEN,GOPINATHAN.N,M,GEN,61,IND,2491,8
S11,Kerala,5,2014,6,Malappuram,GEN,DR. M.V. IBRAHIM,M,GEN,36,IND,1376,9
S11,Kerala,5,2014,6,Malappuram,GEN,SREEDHARAN,M,SC,55,IND,1330,10
S11,Kerala,5,2014,6,Malappuram,GEN,ANWAR SHAKEEL OMAR,M,GEN,50,IND,1215,11
S11,Kerala,5,2014,7,Ponnani,GEN,E. T. MOHAMMED BASHEER,M,GEN,67,IUML,378503,1
S11,Kerala,5,2014,7,Ponnani,GEN,V.ABDURAHMAN,M,GEN,51,IND,353093,2
S11,Kerala,5,2014,7,Ponnani,GEN,K.NARAYANAN MASTER,M,GEN,49,BJP,75212,3
S11,Kerala,5,2014,7,Ponnani,GEN,V.T.IKRAMUL HAQUE,M,GEN,42,SDPI,26640,4
S11,Kerala,5,2014,7,Ponnani,GEN,ABULLAIS.T.P,M,GEN,44,IND,11034,5
S11,Kerala,5,2014,7,Ponnani,GEN,SHYLOCK P.V.,M,GEN,38,AAAP,9504,6
S11,Kerala,5,2014,7,Ponnani,GEN,None of the Above,NULL,NULL,NULL,NOTA,7494,7
S11,Kerala,5,2014,7,Ponnani,GEN,ABDURAHIMAN VARIKKOTTIL,M,GEN,57,IND,2434,8
S11,Kerala,5,2014,7,Ponnani,GEN,BINDU M.K.,F,GEN,46,IND,2261,9
S11,Kerala,5,2014,7,Ponnani,GEN,T.AYYAPPAN,M,GEN,64,BSP,2153,10
S11,Kerala,5,2014,7,Ponnani,GEN,ABDURAHMAN VADAKKATHINAKATH,M,GEN,62,IND,2044,11
S11,Kerala,5,2014,7,Ponnani,GEN,ABDURAHIMAN VAYARAKATH,M,GEN,48,IND,1220,12
S11,Kerala,5,2014,8,Palakkad,GEN,M B RAJESH,M,GEN,43,CPM,412897,1
S11,Kerala,5,2014,8,Palakkad,GEN,M P VEERENDRAKUMAR,M,GEN,77,SJD,307597,2
S11,Kerala,5,2014,8,Palakkad,GEN,SOBHASURENDRAN,F,GEN,39,BJP,136587,3
S11,Kerala,5,2014,8,Palakkad,GEN,E S KHAJA HUSSAIN,M,GEN,44,SDPI,12504,4
S11,Kerala,5,2014,8,Palakkad,GEN,None of the Above,NULL,NULL,NULL,NOTA,11291,5
S11,Kerala,5,2014,8,Palakkad,GEN,THENNILAPURAM RADHAKRISHNAN,M,GEN,66,WPOI,8667,6
S11,Kerala,5,2014,8,Palakkad,GEN,B PADMANABHAN,M,GEN,44,AAAP,4933,7
S11,Kerala,5,2014,8,Palakkad,GEN,VEERENDRAKUMAR O P,M,GEN,48,IND,3946,8
S11,Kerala,5,2014,8,Palakkad,GEN,RAJESH S,M,SC,32,SHS,2654,9
S11,Kerala,5,2014,8,Palakkad,GEN,HARI ARUMBIL,M,SC,29,BSP,1963,10
S11,Kerala,5,2014,8,Palakkad,GEN,V S  SHANAVAS,M,GEN,38,IND,1946,11
S11,Kerala,5,2014,8,Palakkad,GEN,SREEJITH,M,GEN,35,IND,1416,12
S11,Kerala,5,2014,8,Palakkad,GEN,ABHIMOD,M,GEN,39,IND,1231,13
S11,Kerala,5,2014,8,Palakkad,GEN,C.K. RAMAKRISHNAN,M,SC,47,IND,1092,14
S11,Kerala,5,2014,8,Palakkad,GEN,ABOOBAKKER SIDHIKH,M,GEN,47,AITC,828,15
S11,Kerala,5,2014,8,Palakkad,GEN,PRADEEP,M,SC,30,IND,770,16
S11,Kerala,5,2014,9,Alathur ,SC,P.K.BIJU,M,SC,39,CPM,411808,1
S11,Kerala,5,2014,9,Alathur ,SC,SHEEBA,F,SC,31,INC,374496,2
S11,Kerala,5,2014,9,Alathur ,SC,SHAJU MON VATTEKKAD,M,SC,39,BJP,87803,3
S11,Kerala,5,2014,9,Alathur ,SC,None of the Above,NULL,NULL,NULL,NOTA,21417,4
S11,Kerala,5,2014,9,Alathur ,SC,KRISHNAN ERANHIKKAL,M,SC,42,SDPI,7820,5
S11,Kerala,5,2014,9,Alathur ,SC,ALBIN M U,M,SC,25,IND,5260,6
S11,Kerala,5,2014,9,Alathur ,SC,PREMAKUMARI,F,SC,43,BSP,4436,7
S11,Kerala,5,2014,9,Alathur ,SC,K S VELAYUDHAN,M,SC,44,IND,4392,8
S11,Kerala,5,2014,9,Alathur ,SC,K BIJU,M,SC,30,IND,2911,9
S11,Kerala,5,2014,9,Alathur ,SC,R BIJU,M,SC,26,IND,2159,10
S11,Kerala,5,2014,9,Alathur ,SC,VIJAYAN AMBALAKKAD,M,SC,47,IND,2102,11
S11,Kerala,5,2014,9,Alathur ,SC,A BIJU,M,SC,36,IND,1692,12
S11,Kerala,5,2014,9,Alathur ,SC,KRISHNANKUTTY V,M,SC,48,IND,932,13
S11,Kerala,5,2014,10,Thrissur,GEN,C. N. JAYADEVAN,M,GEN,63,CPI,389209,1
S11,Kerala,5,2014,10,Thrissur,GEN,K. P. DHANAPALAN,M,GEN,64,INC,350982,2
S11,Kerala,5,2014,10,Thrissur,GEN,K.P. SREESAN,M,GEN,60,BJP,102681,3
S11,Kerala,5,2014,10,Thrissur,GEN,SARAH JOSEPH,F,GEN,67,AAAP,44638,4
S11,Kerala,5,2014,10,Thrissur,GEN,None of the Above,NULL,NULL,NULL,NOTA,10050,5
S11,Kerala,5,2014,10,Thrissur,GEN,SUFEERA K. P.,F,GEN,37,SDPI,6894,6
S11,Kerala,5,2014,10,Thrissur,GEN,T. L. SANTHOSH,M,GEN,53,IND,6044,7
S11,Kerala,5,2014,10,Thrissur,GEN,JASMINSHA,M,GEN,29,IND,3959,8
S11,Kerala,5,2014,10,Thrissur,GEN,ADV. A. JAYARAM,M,GEN,48,BSP,2110,9
S11,Kerala,5,2014,10,Thrissur,GEN,MANIYANGATTIL SUKUMARAN,M,GEN,61,IND,949,10
S11,Kerala,5,2014,10,Thrissur,GEN,K.SIVARAMAN,M,GEN,64,CPIM,718,11
S11,Kerala,5,2014,10,Thrissur,GEN,HAJI MOIDEEN SHAH,M,GEN,64,JD(U),659,12
S11,Kerala,5,2014,10,Thrissur,GEN,M. NARAYANANKUTTY (M. N. KUTTY),M,GEN,64,IND,616,13
S11,Kerala,5,2014,10,Thrissur,GEN,SOMAN PILLAI,M,GEN,63,igp,546,14
S11,Kerala,5,2014,10,Thrissur,GEN,JIJU CHEENIKKAL,M,GEN,42,IND,450,15
S11,Kerala,5,2014,11,Chalakudy,GEN,INNOCENT,M,GEN,66,IND,358440,1
S11,Kerala,5,2014,11,Chalakudy,GEN,P C CHACKO,M,GEN,67,INC,344556,2
S11,Kerala,5,2014,11,Chalakudy,GEN,ADV. B. GOPALAKRISHNAN,M,GEN,53,BJP,92848,3
S11,Kerala,5,2014,11,Chalakudy,GEN,K M NOORDEEN,M,GEN,62,AAAP,35189,4
S11,Kerala,5,2014,11,Chalakudy,GEN,SHAFEER MUHAMMED,M,GEN,35,SDPI,14386,5
S11,Kerala,5,2014,11,Chalakudy,GEN,K. AMBUJAKSHAN,M,SC,47,WPOI,12942,6
S11,Kerala,5,2014,11,Chalakudy,GEN,None of the Above,NULL,NULL,NULL,NOTA,10552,7
S11,Kerala,5,2014,11,Chalakudy,GEN,VINCENT,M,GEN,44,IND,4596,8
S11,Kerala,5,2014,11,Chalakudy,GEN,JAISON PANIKULANGARA,M,GEN,55,IND,2052,9
S11,Kerala,5,2014,11,Chalakudy,GEN,M G PURUSHOTHAMAN,M,GEN,66,BSP,1942,10
S11,Kerala,5,2014,11,Chalakudy,GEN,ABDUL KAREEM,M,GEN,53,IND,1376,11
S11,Kerala,5,2014,11,Chalakudy,GEN,EDAPPALLY BASHEER,M,GEN,57,IND,1346,12
S11,Kerala,5,2014,11,Chalakudy,GEN,SAJI THURUTHIKUNNEL,M,GEN,41,SHS,1114,13
S11,Kerala,5,2014,11,Chalakudy,GEN,JAYAN KONIKARA,M,SC,47,CPIM,932,14
S11,Kerala,5,2014,11,Chalakudy,GEN,T D BABURAJAN,M,GEN,56,IND,900,15
S11,Kerala,5,2014,11,Chalakudy,GEN,ANNAMMA JOY,F,GEN,52,AITC,862,16
S11,Kerala,5,2014,12,Ernakulam,GEN,PROF. K.V. THOMAS,M,GEN,67,INC,353841,1
S11,Kerala,5,2014,12,Ernakulam,GEN,DR. CHRISTY FERNANDEZ,M,GEN,64,IND,266794,2
S11,Kerala,5,2014,12,Ernakulam,GEN,A.N. RADHAKRISHNAN,M,GEN,54,BJP,99003,3
S11,Kerala,5,2014,12,Ernakulam,GEN,ANITA PRATAP,F,GEN,55,AAAP,51517,4
S11,Kerala,5,2014,12,Ernakulam,GEN,K.V. BHASKARAN,M,GEN,64,IND,22733,5
S11,Kerala,5,2014,12,Ernakulam,GEN,ZULFICAR ALI,M,GEN,39,SDPI,14825,6
S11,Kerala,5,2014,12,Ernakulam,GEN,None of the Above,NULL,NULL,NULL,NOTA,9735,7
S11,Kerala,5,2014,12,Ernakulam,GEN,RAJANEESH BABU,M,GEN,33,IND,8246,8
S11,Kerala,5,2014,12,Ernakulam,GEN,P.D. CHANDRABHANU,M,GEN,62,SRP,6156,9
S11,Kerala,5,2014,12,Ernakulam,GEN,KISHORE,M,GEN,38,IND,5011,10
S11,Kerala,5,2014,12,Ernakulam,GEN,K C KARTHIKEYAN,M,SC,60,BSP,2685,11
S11,Kerala,5,2014,12,Ernakulam,GEN,DENSIL MENDEZ,M,GEN,50,JD(U),2630,12
S11,Kerala,5,2014,12,Ernakulam,GEN,N J PIOUS,M,GEN,46,IND,2344,13
S11,Kerala,5,2014,12,Ernakulam,GEN,ADV. RADHAKRISHNAN P T,M,GEN,45,IND,2104,14
S11,Kerala,5,2014,12,Ernakulam,GEN,ANIL KUMAR,M,SC,44,IND,1180,15
S11,Kerala,5,2014,12,Ernakulam,GEN,JUNO JOHN BABY,M,GEN,39,IND,1080,16
S11,Kerala,5,2014,12,Ernakulam,GEN,KRISHNANKUTTY M.K.,M,SC,48,CPIM,950,17
S11,Kerala,5,2014,13,Idukki,GEN,ADV.JOICE GEORGE,M,GEN,44,IND,382019,1
S11,Kerala,5,2014,13,Idukki,GEN,ADV.DEAN KURIAKOSE,M,GEN,32,INC,331477,2
S11,Kerala,5,2014,13,Idukki,GEN,ADV.SABU VARGHESE,M,GEN,51,BJP,50438,3
S11,Kerala,5,2014,13,Idukki,GEN,None of the Above,NULL,NULL,NULL,NOTA,12338,4
S11,Kerala,5,2014,13,Idukki,GEN,SILVI SUNIL,F,GEN,38,AAAP,11215,5
S11,Kerala,5,2014,13,Idukki,GEN,MUHAMMED SHARAFUDHEEN,M,GEN,39,SDPI,10401,6
S11,Kerala,5,2014,13,Idukki,GEN,JOYCE GEORGE,F,GEN,32,IND,6024,7
S11,Kerala,5,2014,13,Idukki,GEN,T.K.TOMY,M,GEN,41,CPIM,3971,8
S11,Kerala,5,2014,13,Idukki,GEN,JOICE GEORGE,M,GEN,26,IND,3057,9
S11,Kerala,5,2014,13,Idukki,GEN,APPANCHIRA PONNAPPAN,M,GEN,62,BSP,2477,10
S11,Kerala,5,2014,13,Idukki,GEN,SOMINI PRABHAKARAN,F,SC,45,IND,1925,11
S11,Kerala,5,2014,13,Idukki,GEN,SHOBY JOSEPH,M,GEN,28,IND,1179,12
S11,Kerala,5,2014,13,Idukki,GEN,JAMES JOSEPH,M,GEN,42,IND,1158,13
S11,Kerala,5,2014,13,Idukki,GEN,ANISH MARIYIL,M,GEN,42,IND,629,14
S11,Kerala,5,2014,13,Idukki,GEN,P.C.JOLLY,M,GEN,49,IND,550,15
S11,Kerala,5,2014,13,Idukki,GEN,BIJU JOSEPH,M,GEN,44,IND,493,16
S11,Kerala,5,2014,13,Idukki,GEN,ADV.CHITTOOR RAJAMANNAR,M,GEN,55,IND,415,17
S11,Kerala,5,2014,14,Kottayam,GEN,JOSE K. MANI,M,GEN,49,KEC(M),424194,1
S11,Kerala,5,2014,14,Kottayam,GEN,ADV.MATHEW T. THOMAS,M,GEN,52,JD(S),303595,2
S11,Kerala,5,2014,14,Kottayam,GEN,ADV.NOBLE MATHEW,M,GEN,51,IND,44357,3
S11,Kerala,5,2014,14,Kottayam,GEN,ADV.ANIL AIKKARA,M,GEN,40,AAAP,26381,4
S11,Kerala,5,2014,14,Kottayam,GEN,None of the Above,NULL,NULL,NULL,NOTA,14024,5
S11,Kerala,5,2014,14,Kottayam,GEN,SREENI K. JACOB,M,GEN,44,BSP,6732,6
S11,Kerala,5,2014,14,Kottayam,GEN,ROY ARACKAL,M,GEN,45,SDPI,3513,7
S11,Kerala,5,2014,14,Kottayam,GEN,N.K.BIJU,M,GEN,46,SUCI,2879,8
S11,Kerala,5,2014,14,Kottayam,GEN,RATHEESH PERUMAL,M,SC,27,IND,2157,9
S11,Kerala,5,2014,14,Kottayam,GEN,JAMES JOSEPH,M,GEN,47,IND,1831,10
S11,Kerala,5,2014,14,Kottayam,GEN,SASIKKUTTAN VAKATHANAM,M,GEN,58,CPIM,1048,11
S11,Kerala,5,2014,14,Kottayam,GEN,PRAVEEN K. MOHAN,M,SC,37,IND,925,12
S11,Kerala,5,2014,15,Alappuzha,GEN,K C VENUGOPAL,M,GEN,51,INC,462525,1
S11,Kerala,5,2014,15,Alappuzha,GEN,C B CHANDRABABU,M,GEN,53,CPM,443118,2
S11,Kerala,5,2014,15,Alappuzha,GEN,PROF.A.V.THAMARAKSHAN,M,GEN,67,RSPK(B),43051,3
S11,Kerala,5,2014,15,Alappuzha,GEN,None of the Above,NULL,NULL,NULL,NOTA,11338,4
S11,Kerala,5,2014,15,Alappuzha,GEN,THULASEEDHARAN PALLICKAL,M,SC,45,SDPI,10993,5
S11,Kerala,5,2014,15,Alappuzha,GEN,D MOHANAN,M,GEN,59,AAAP,9414,6
S11,Kerala,5,2014,15,Alappuzha,GEN,ADV.M.A.BINDU,F,GEN,43,SUCI,5921,7
S11,Kerala,5,2014,15,Alappuzha,GEN,P V NATESAN,M,SC,57,BSP,3385,8
S11,Kerala,5,2014,15,Alappuzha,GEN,VENUGOPAL P C,M,GEN,58,IND,3149,9
S11,Kerala,5,2014,15,Alappuzha,GEN,CHANDRABABU G,M,GEN,48,IND,1615,10
S11,Kerala,5,2014,15,Alappuzha,GEN,T S BALAKRISHNAN,M,GEN,54,IND,1363,11
S11,Kerala,5,2014,15,Alappuzha,GEN,S.B.BASHEER,M,GEN,65,IND,709,12
S11,Kerala,5,2014,15,Alappuzha,GEN,JAYACHANDRAN SARASAMMA,M,SC,40,IND,481,13
S11,Kerala,5,2014,15,Alappuzha,GEN,M M PAULOSE,M,GEN,78,IND,402,14
S11,Kerala,5,2014,16,Mavelikkara ,SC,KODIKUNNIL SURESH,M,SC,52,INC,402432,1
S11,Kerala,5,2014,16,Mavelikkara ,SC,CHENGARA SURENDRAN,M,SC,46,CPI,369695,2
S11,Kerala,5,2014,16,Mavelikkara ,SC,ADV.P.SUDHEER,M,SC,32,BJP,79743,3
S11,Kerala,5,2014,16,Mavelikkara ,SC,None of the Above,NULL,NULL,NULL,NOTA,9459,4
S11,Kerala,5,2014,16,Mavelikkara ,SC,JYOTHISH PERUMPULICKAL,M,SC,40,SDPI,8946,5
S11,Kerala,5,2014,16,Mavelikkara ,SC,N SADANANDAN,M,SC,67,AAAP,7753,6
S11,Kerala,5,2014,16,Mavelikkara ,SC,SASIKALA K S,F,SC,44,SUCI,4736,7
S11,Kerala,5,2014,16,Mavelikkara ,SC,ADV.P.K.JAYAKRISHNAN,M,SC,34,BSP,3603,8
S11,Kerala,5,2014,16,Mavelikkara ,SC,PALLICKAL SURENDRAN,M,SC,53,IND,1486,9
S11,Kerala,5,2014,16,Mavelikkara ,SC,PIRAVATHOOR SREEDHARAN,M,SC,59,IND,1207,10
S11,Kerala,5,2014,17,Pathanamthitta,GEN,ANTO ANTONY,M,GEN,57,INC,358842,1
S11,Kerala,5,2014,17,Pathanamthitta,GEN,ADV. PEELIPOSE THOMAS,M,GEN,64,IND,302651,2
S11,Kerala,5,2014,17,Pathanamthitta,GEN,M T REMESH,M,GEN,43,BJP,138954,3
S11,Kerala,5,2014,17,Pathanamthitta,GEN,None of the Above,NULL,NULL,NULL,NOTA,16538,4
S11,Kerala,5,2014,17,Pathanamthitta,GEN,PEELIPOSE,M,GEN,72,IND,16493,5
S11,Kerala,5,2014,17,Pathanamthitta,GEN,MANSOOR THENGANA,M,GEN,47,SDPI,11353,6
S11,Kerala,5,2014,17,Pathanamthitta,GEN,SELEENA PRAKKANAM,F,GEN,34,BSP,10384,7
S11,Kerala,5,2014,17,Pathanamthitta,GEN,SANTHOSH KUMAR,M,GEN,39,IND,4847,8
S11,Kerala,5,2014,17,Pathanamthitta,GEN,S RADHAMANI,F,GEN,50,SUCI,2901,9
S11,Kerala,5,2014,17,Pathanamthitta,GEN,ALEYAMMA VARGHESE,F,GEN,61,AITC,1236,10
S11,Kerala,5,2014,17,Pathanamthitta,GEN,S RADHAKRISHNAN,M,GEN,52,IND,1021,11
S11,Kerala,5,2014,17,Pathanamthitta,GEN,SHILVIN KOTTACKAKATHU,M,GEN,43,IND,1005,12
S11,Kerala,5,2014,17,Pathanamthitta,GEN,PUSHPANGATHAN,M,SC,55,IND,953,13
S11,Kerala,5,2014,17,Pathanamthitta,GEN,AJITH KUMAR K. K,M,SC,44,IND,748,14
S11,Kerala,5,2014,17,Pathanamthitta,GEN,SABUKUTTY JOY (SABU PUTHUCHIRA),M,GEN,56,SLAP,682,15
S11,Kerala,5,2014,17,Pathanamthitta,GEN,LALITHA MALAYALAPPUZHA,F,SC,42,IND,460,16
S11,Kerala,5,2014,17,Pathanamthitta,GEN,MATHEW PAREY,M,GEN,31,IND,384,17
S11,Kerala,5,2014,18,Kollam,GEN,N.K.PREMACHANDRAN,M,GEN,53,RSP,408528,1
S11,Kerala,5,2014,18,Kollam,GEN,M.A. BABY,M,GEN,59,CPM,370879,2
S11,Kerala,5,2014,18,Kollam,GEN,P.M. VELAYUDHAN,M,SC,61,BJP,58671,3
S11,Kerala,5,2014,18,Kollam,GEN,A.K.SALAHUDEEN,M,GEN,45,SDPI,12812,4
S11,Kerala,5,2014,18,Kollam,GEN,None of the Above,NULL,NULL,NULL,NOTA,7876,5
S11,Kerala,5,2014,18,Kollam,GEN,ADV.S.PRAHLADAN,M,GEN,58,BSP,4266,6
S11,Kerala,5,2014,18,Kollam,GEN,M. BABY,M,SC,61,IND,3364,7
S11,Kerala,5,2014,18,Kollam,GEN,V.S. PREMACHANDRAN,M,GEN,58,IND,3333,8
S11,Kerala,5,2014,18,Kollam,GEN,K. BHASKARAN,M,GEN,66,IND,3108,9
S11,Kerala,5,2014,18,Kollam,GEN,R. PREMACHANDRAN,M,GEN,44,IND,2808,10
S11,Kerala,5,2014,18,Kollam,GEN,C. INDULAL EX-SERVICE MAN,M,GEN,48,IND,1709,11
S11,Kerala,5,2014,18,Kollam,GEN,A. JOSEKUTTY,M,GEN,58,IND,1702,12
S11,Kerala,5,2014,19,Attingal,GEN,DR.A .SAMPATH,M,GEN,51,CPM,392478,1
S11,Kerala,5,2014,19,Attingal,GEN,ADV.BINDHU KRISHNA,F,GEN,41,INC,323100,2
S11,Kerala,5,2014,19,Attingal,GEN,GIRIJA KUMARI.S,F,GEN,48,BJP,90528,3
S11,Kerala,5,2014,19,Attingal,GEN,M.K.MANOJ KUMAR,M,SC,47,SDPI,11225,4
S11,Kerala,5,2014,19,Attingal,GEN,ANIL KUMAR N S,M,GEN,45,BSP,8586,5
S11,Kerala,5,2014,19,Attingal,GEN,None of the Above,NULL,NULL,NULL,NOTA,6924,6
S11,Kerala,5,2014,19,Attingal,GEN,VAKKOM G AJITH,M,GEN,36,SHS,5511,7
S11,Kerala,5,2014,19,Attingal,GEN,PRIYA SUNIL,F,GEN,42,WPOI,4862,8
S11,Kerala,5,2014,19,Attingal,GEN,HARIHARAN K S,M,GEN,50,IND,4064,9
S11,Kerala,5,2014,19,Attingal,GEN,SUNILKRISHNAN,M,GEN,36,IND,3850,10
S11,Kerala,5,2014,19,Attingal,GEN,DAS K VARKALA,M,SC,41,IND,2375,11
S11,Kerala,5,2014,19,Attingal,GEN,SAMBATH ANILKUMAR,M,GEN,26,IND,2221,12
S11,Kerala,5,2014,19,Attingal,GEN,IRINCHAYAM SURESH,M,GEN,40,IND,1052,13
S11,Kerala,5,2014,19,Attingal,GEN,ADV. CHIRAYINKEEZHU GOPINATHAN,M,SC,66,RPI(A),736,14
S11,Kerala,5,2014,19,Attingal,GEN,SURESHKUMAR THONNAKKAL,M,GEN,44,IND,647,15
S11,Kerala,5,2014,19,Attingal,GEN,VIVEKANANDAN,M,GEN,64,IND,615,16
S11,Kerala,5,2014,19,Attingal,GEN,ADV.M. R.SARIN,M,GEN,37,JD(U),576,17
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,DR. SHASHI THAROOR,M,GEN,58,INC,297806,1
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,O RAJAGOPAL,M,GEN,84,BJP,282336,2
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,DOCTOR BENNET ABRAHAM,M,GEN,55,CPI,248941,3
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,AJIT JOY,M,GEN,45,AAAP,14153,4
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,KUNNIL SHAJAHAN,M,GEN,40,SDPI,4820,5
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,BENET BABU BENJAMIN,M,GEN,49,IND,4229,6
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,None of the Above,NULL,NULL,NULL,NOTA,3346,7
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,J SUDHAKARAN,M,SC,65,BSP,3260,8
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,O M JYOTHEENDRA NATH,M,GEN,45,IND,2448,9
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,JAIN WILSON,M,SC,54,IND,2103,10
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,SYAMALAKUMARI,F,SC,50,IND,1851,11
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,KUNNUKUZHI S MANI,M,SC,70,IND,1716,12
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,M.SHAJAR KHAN,M,GEN,43,SUCI,1689,13
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,FATHER STEPHEN,M,GEN,48,IND,1271,14
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,ADV. PERURKADA HARIKUMAR,M,GEN,40,SHS,902,15
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,GEORGE MANKIDIYIL,M,GEN,72,IND,843,16
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,V S JAYAKUMAR,M,GEN,31,IND,447,17
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,ANIL KUMAR Y,M,GEN,27,IND,371,18
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,O V SREEDATH,M,GEN,35,SRP,356,19
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,R CHANDRIKA KATTAKADA,F,GEN,57,RPI,292,20
S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,THOMAS JOSEPH,M,GEN,50,RPI(A),261,21
S12,Madhya Pradesh,5,2014,1,MORENA,GEN,ANOOP MISHRA,M,GEN,57,BJP,375567,1
S12,Madhya Pradesh,5,2014,1,MORENA,GEN,BRINDAWAN SINGH SIKARWAR,M,GEN,52,BSP,242586,2
S12,Madhya Pradesh,5,2014,1,MORENA,GEN,DR GOVIND SINGH,M,GEN,62,INC,184253,3
S12,Madhya Pradesh,5,2014,1,MORENA,GEN,DEVENDRA KUMAR AGRVAL,M,GEN,33,AAAP,13806,4
S12,Madhya Pradesh,5,2014,1,MORENA,GEN,SIYARAM SINGH CHOUDRI,M,SC,46,IND,6471,5
S12,Madhya Pradesh,5,2014,1,MORENA,GEN,RAJESH KUSHWAH,M,GEN,28,SP,5554,6
